question,answer,answer_type,category,main_topic,main_topic_id,subtopic,subtopic_id,intent,difficulty,layer,answer_word_count
Mình muốn hỏi về quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên).

Bước 2: Hòa giải. Sau khi nhận được đơn ly hôn đơn phương, Tòa án sẽ xem xét có nhận và thụ lý vụ án ly hôn không. Nếu xét thấy có căn cứ để xét đơn ly hôn đơn phương thì yêu cầu người nộp đơn nộp án phí tạm ứng và tiến hành hòa giải.

Nếu hòa giải thành thì Tòa án ra quyết định công nhận hòa giải thành nếu không hòa giải được thì Tòa án đưa vụ án ra xét xử.

Bước 3: Mở phiên tòa sơ thẩm. Sau khi xét xử, Tòa án sẽ ra bản án chấm dứt quan hệ hôn nhân giữa vợ và chồng.

- Đối với ly hôn thuận tình: Ly hôn thuận tình sẽ được thực hiện theo các bước sau đây:

Bước 1: Thụ lý đơn. Vợ và chồng chuẩn bị hồ sơ nêu trên và nộp hồ sơ đến Tòa án có thẩm quyền.

Bước 2: Chuẩn bị xét đơn yêu cầu và mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn. Trong giai đoạn này, Tòa án sẽ xem xét đơn ly hôn thuận tình, căn cứ để chấm dứt quan hệ hôn nhân và ra thông báo nộp lệ phí tạm ứng.

Sau khi vợ, chồng nộp tạm ứng lệ phí thì Tòa án sẽ mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn.

Bước 3: Ra quyết định công nhận thuận tình ly hôn. Sau khi tiến hành hòa giải mà không thành thì Tòa án sẽ ra quyết định công nhận ly hôn. Ngược lại, nếu hòa giải thành thì Tòa án sẽ đình chỉ giải quyết việc dân sự.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,370
Mình muốn hỏi về quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên). Bước 2: Hòa giải.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,81
Hướng dẫn về quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên).

Bước 2: Hòa giải. Sau khi nhận được đơn ly hôn đơn phương, Tòa án sẽ xem xét có nhận và thụ lý vụ án ly hôn không. Nếu xét thấy có căn cứ để xét đơn ly hôn đơn phương thì yêu cầu người nộp đơn nộp án phí tạm ứng và tiến hành hòa giải.

Nếu hòa giải thành thì Tòa án ra quyết định công nhận hòa giải thành nếu không hòa giải được thì Tòa án đưa vụ án ra xét xử.

Bước 3: Mở phiên tòa sơ thẩm. Sau khi xét xử, Tòa án sẽ ra bản án chấm dứt quan hệ hôn nhân giữa vợ và chồng.

- Đối với ly hôn thuận tình: Ly hôn thuận tình sẽ được thực hiện theo các bước sau đây:

Bước 1: Thụ lý đơn. Vợ và chồng chuẩn bị hồ sơ nêu trên và nộp hồ sơ đến Tòa án có thẩm quyền.

Bước 2: Chuẩn bị xét đơn yêu cầu và mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn. Trong giai đoạn này, Tòa án sẽ xem xét đơn ly hôn thuận tình, căn cứ để chấm dứt quan hệ hôn nhân và ra thông báo nộp lệ phí tạm ứng.

Sau khi vợ, chồng nộp tạm ứng lệ phí thì Tòa án sẽ mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn.

Bước 3: Ra quyết định công nhận thuận tình ly hôn. Sau khi tiến hành hòa giải mà không thành thì Tòa án sẽ ra quyết định công nhận ly hôn. Ngược lại, nếu hòa giải thành thì Tòa án sẽ đình chỉ giải quyết việc dân sự.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,370
Hướng dẫn về quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên). Bước 2: Hòa giải.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,81
Xin hướng dẫn chia tài sản sau khi ly hôn thế nào?,"Về nguyên tắc, ly hôn là sự thỏa thuận của hai vợ chồng. Về tài sản sau khi ly hôn cũng tương tự như vậy. Nếu hai bên thỏa thuận được thì Tòa án sẽ công nhận sự thỏa thuận về tài sản của hai người.

Trong trường hợp không thể thỏa thuận được, Tòa sẽ giải quyết theo hướng chia đôi nhưng có căn cứ vào các yếu tố sau:

- Hoàn cảnh của gia đình và của vợ, chồng;

- Công sức đóng góp của vợ, chồng vào việc tạo lập, duy trì và phát triển khối tài sản chung.

- Bảo vệ lợi ích chính đáng của mỗi bên trong sản xuất, kinh doanh và nghề nghiệp để các bên có điều kiện tiếp tục lao động tạo thu nhập;

- Lỗi của mỗi bên trong vi phạm quyền, nghĩa vụ của vợ chồng

Quy định về chia tài sản khi ly hôn cụ thể tại Điều 59 Luật Hôn nhân và gia đình 2014.
Tuy nhiên, trên thực tế, việc phân chia tài sản trước khi ""đường ai nấy đi"" không hề đơn giản, nhất là việc xác định tài sản chung, tài sản riêng của vợ, chồng và công sức đóng góp của mỗi bên trong khối tài sản chung.",full,ly_hon,Chia tài sản sau khi ly hôn thế nào?,2,,,general,medium,2,215
Xin hướng dẫn chia tài sản sau khi ly hôn thế nào?,"Về nguyên tắc, ly hôn là sự thỏa thuận của hai vợ chồng. Về tài sản sau khi ly hôn cũng tương tự như vậy. Nếu hai bên thỏa thuận được thì Tòa án sẽ công nhận sự thỏa thuận về tài sản của hai người. Trong trường hợp không thể thỏa thuận được, Tòa sẽ giải quyết theo hướng chia đôi nhưng có căn cứ vào các yếu tố sau:

- Hoàn cảnh của gia đình và của vợ, chồng;

- Công sức đóng góp của vợ, chồng vào việc tạo lập, duy trì và phát triển khối tài sản chung.",summary,ly_hon,Chia tài sản sau khi ly hôn thế nào?,2,,,general,medium,2,102
Cho tôi biết chia tài sản sau khi ly hôn thế nào?,"Về nguyên tắc, ly hôn là sự thỏa thuận của hai vợ chồng. Về tài sản sau khi ly hôn cũng tương tự như vậy. Nếu hai bên thỏa thuận được thì Tòa án sẽ công nhận sự thỏa thuận về tài sản của hai người.

Trong trường hợp không thể thỏa thuận được, Tòa sẽ giải quyết theo hướng chia đôi nhưng có căn cứ vào các yếu tố sau:

- Hoàn cảnh của gia đình và của vợ, chồng;

- Công sức đóng góp của vợ, chồng vào việc tạo lập, duy trì và phát triển khối tài sản chung.

- Bảo vệ lợi ích chính đáng của mỗi bên trong sản xuất, kinh doanh và nghề nghiệp để các bên có điều kiện tiếp tục lao động tạo thu nhập;

- Lỗi của mỗi bên trong vi phạm quyền, nghĩa vụ của vợ chồng

Quy định về chia tài sản khi ly hôn cụ thể tại Điều 59 Luật Hôn nhân và gia đình 2014.
Tuy nhiên, trên thực tế, việc phân chia tài sản trước khi ""đường ai nấy đi"" không hề đơn giản, nhất là việc xác định tài sản chung, tài sản riêng của vợ, chồng và công sức đóng góp của mỗi bên trong khối tài sản chung.",full,ly_hon,Chia tài sản sau khi ly hôn thế nào?,2,,,general,medium,2,215
Cho tôi biết chia tài sản sau khi ly hôn thế nào?,"Về nguyên tắc, ly hôn là sự thỏa thuận của hai vợ chồng. Về tài sản sau khi ly hôn cũng tương tự như vậy. Nếu hai bên thỏa thuận được thì Tòa án sẽ công nhận sự thỏa thuận về tài sản của hai người. Trong trường hợp không thể thỏa thuận được, Tòa sẽ giải quyết theo hướng chia đôi nhưng có căn cứ vào các yếu tố sau:

- Hoàn cảnh của gia đình và của vợ, chồng;

- Công sức đóng góp của vợ, chồng vào việc tạo lập, duy trì và phát triển khối tài sản chung.",summary,ly_hon,Chia tài sản sau khi ly hôn thế nào?,2,,,general,medium,2,102
Chia tài sản sau khi ly hôn thế nào?,"Về nguyên tắc, ly hôn là sự thỏa thuận của hai vợ chồng. Về tài sản sau khi ly hôn cũng tương tự như vậy. Nếu hai bên thỏa thuận được thì Tòa án sẽ công nhận sự thỏa thuận về tài sản của hai người.

Trong trường hợp không thể thỏa thuận được, Tòa sẽ giải quyết theo hướng chia đôi nhưng có căn cứ vào các yếu tố sau:

- Hoàn cảnh của gia đình và của vợ, chồng;

- Công sức đóng góp của vợ, chồng vào việc tạo lập, duy trì và phát triển khối tài sản chung.

- Bảo vệ lợi ích chính đáng của mỗi bên trong sản xuất, kinh doanh và nghề nghiệp để các bên có điều kiện tiếp tục lao động tạo thu nhập;

- Lỗi của mỗi bên trong vi phạm quyền, nghĩa vụ của vợ chồng

Quy định về chia tài sản khi ly hôn cụ thể tại Điều 59 Luật Hôn nhân và gia đình 2014.
Tuy nhiên, trên thực tế, việc phân chia tài sản trước khi ""đường ai nấy đi"" không hề đơn giản, nhất là việc xác định tài sản chung, tài sản riêng của vợ, chồng và công sức đóng góp của mỗi bên trong khối tài sản chung.",full,ly_hon,Chia tài sản sau khi ly hôn thế nào?,2,,,general,medium,2,215
Chia tài sản sau khi ly hôn thế nào?,"Về nguyên tắc, ly hôn là sự thỏa thuận của hai vợ chồng. Về tài sản sau khi ly hôn cũng tương tự như vậy. Nếu hai bên thỏa thuận được thì Tòa án sẽ công nhận sự thỏa thuận về tài sản của hai người. Trong trường hợp không thể thỏa thuận được, Tòa sẽ giải quyết theo hướng chia đôi nhưng có căn cứ vào các yếu tố sau:

- Hoàn cảnh của gia đình và của vợ, chồng;

- Công sức đóng góp của vợ, chồng vào việc tạo lập, duy trì và phát triển khối tài sản chung.",summary,ly_hon,Chia tài sản sau khi ly hôn thế nào?,2,,,general,medium,2,102
Vấn đề giành quyền nuôi con sau khi ly hôn như thế nào?,"Một trong những vấn đề quan trọng không kém việc chia tài sản chính là vấn đề giành quyền nuôi con và cấp dưỡng sau khi ly hôn.

Điều 81 Luật Hôn nhân và Gia đình 2014 quy định:

Sau khi ly hôn, cha mẹ vẫn có quyền, nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.

Ngược lại, nếu không thỏa thuận được thì Tòa án sẽ giao cho con một bên trực tiếp nuôi căn cứ vào quyền lợi về mọi mặt của con. Khi đó, cha hoặc mẹ phải chứng minh mình đủ điều kiện để đảm bảo quyền lợi về mọi mặt của con như: điều kiện kinh tế, tinh thần…

Lưu ý là, khi con từ đủ 07 tuổi trở lên thì phải xem xét nguyện vọng của con.

Ngoài ra, người nào không trực tiếp nuôi con phải có trách nhiệm cấp dưỡng. Mức cấp dưỡng do thỏa thuận căn cứ vào thu nhập, khả năng thực tế của người có nghĩa vụ cấp dưỡng và nhu cầu thiết yếu của người được cấp dưỡng.",full,ly_hon,Vấn đề giành quyền nuôi con sau khi ly hôn,3,,,rights,medium,2,213
Vấn đề giành quyền nuôi con sau khi ly hôn như thế nào?,"Một trong những vấn đề quan trọng không kém việc chia tài sản chính là vấn đề giành quyền nuôi con và cấp dưỡng sau khi ly hôn. Điều 81 Luật Hôn nhân và Gia đình 2014 quy định:

Sau khi ly hôn, cha mẹ vẫn có quyền, nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình. Ngược lại, nếu không thỏa thuận được thì Tòa án sẽ giao cho con một bên trực tiếp nuôi căn cứ vào quyền lợi về mọi mặt của con.",summary,ly_hon,Vấn đề giành quyền nuôi con sau khi ly hôn,3,,,rights,medium,2,118
Hướng dẫn về vấn đề giành quyền nuôi con sau khi ly hôn?,"Một trong những vấn đề quan trọng không kém việc chia tài sản chính là vấn đề giành quyền nuôi con và cấp dưỡng sau khi ly hôn.

Điều 81 Luật Hôn nhân và Gia đình 2014 quy định:

Sau khi ly hôn, cha mẹ vẫn có quyền, nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.

Ngược lại, nếu không thỏa thuận được thì Tòa án sẽ giao cho con một bên trực tiếp nuôi căn cứ vào quyền lợi về mọi mặt của con. Khi đó, cha hoặc mẹ phải chứng minh mình đủ điều kiện để đảm bảo quyền lợi về mọi mặt của con như: điều kiện kinh tế, tinh thần…

Lưu ý là, khi con từ đủ 07 tuổi trở lên thì phải xem xét nguyện vọng của con.

Ngoài ra, người nào không trực tiếp nuôi con phải có trách nhiệm cấp dưỡng. Mức cấp dưỡng do thỏa thuận căn cứ vào thu nhập, khả năng thực tế của người có nghĩa vụ cấp dưỡng và nhu cầu thiết yếu của người được cấp dưỡng.",full,ly_hon,Vấn đề giành quyền nuôi con sau khi ly hôn,3,,,rights,medium,2,213
Hướng dẫn về vấn đề giành quyền nuôi con sau khi ly hôn?,"Một trong những vấn đề quan trọng không kém việc chia tài sản chính là vấn đề giành quyền nuôi con và cấp dưỡng sau khi ly hôn. Điều 81 Luật Hôn nhân và Gia đình 2014 quy định:

Sau khi ly hôn, cha mẹ vẫn có quyền, nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình. Ngược lại, nếu không thỏa thuận được thì Tòa án sẽ giao cho con một bên trực tiếp nuôi căn cứ vào quyền lợi về mọi mặt của con.",summary,ly_hon,Vấn đề giành quyền nuôi con sau khi ly hôn,3,,,rights,medium,2,118
Cho tôi biết về vấn đề giành quyền nuôi con sau khi ly hôn?,"Một trong những vấn đề quan trọng không kém việc chia tài sản chính là vấn đề giành quyền nuôi con và cấp dưỡng sau khi ly hôn.

Điều 81 Luật Hôn nhân và Gia đình 2014 quy định:

Sau khi ly hôn, cha mẹ vẫn có quyền, nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.

Ngược lại, nếu không thỏa thuận được thì Tòa án sẽ giao cho con một bên trực tiếp nuôi căn cứ vào quyền lợi về mọi mặt của con. Khi đó, cha hoặc mẹ phải chứng minh mình đủ điều kiện để đảm bảo quyền lợi về mọi mặt của con như: điều kiện kinh tế, tinh thần…

Lưu ý là, khi con từ đủ 07 tuổi trở lên thì phải xem xét nguyện vọng của con.

Ngoài ra, người nào không trực tiếp nuôi con phải có trách nhiệm cấp dưỡng. Mức cấp dưỡng do thỏa thuận căn cứ vào thu nhập, khả năng thực tế của người có nghĩa vụ cấp dưỡng và nhu cầu thiết yếu của người được cấp dưỡng.",full,ly_hon,Vấn đề giành quyền nuôi con sau khi ly hôn,3,,,rights,medium,2,213
Cho tôi biết về vấn đề giành quyền nuôi con sau khi ly hôn?,"Một trong những vấn đề quan trọng không kém việc chia tài sản chính là vấn đề giành quyền nuôi con và cấp dưỡng sau khi ly hôn. Điều 81 Luật Hôn nhân và Gia đình 2014 quy định:

Sau khi ly hôn, cha mẹ vẫn có quyền, nghĩa vụ trông nom, chăm sóc, nuôi dưỡng, giáo dục con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình. Ngược lại, nếu không thỏa thuận được thì Tòa án sẽ giao cho con một bên trực tiếp nuôi căn cứ vào quyền lợi về mọi mặt của con.",summary,ly_hon,Vấn đề giành quyền nuôi con sau khi ly hôn,3,,,rights,medium,2,118
Hướng dẫn về giải quyết nợ chung khi ly hôn?,"Như phân tích ở trên, có hai hình thức ly hôn là ly hôn đơn phương và ly hôn thuận tình. Do đó, những vấn đề cần giải quyết của hai hình thức này cũng khác nhau. Tuy vậy, nhìn chung, khi các cặp vợ, chồng muốn chấm dứt quan hệ hôn nhân thường cũng muốn giải quyết vấn đề tài sản chung, con chung và một phần không thể thiếu là nợ chung.

Theo đó, khoản 1 Điều 60 Luật Hôn nhân và Gia đình 2014 quy định:

Quyền, nghĩa vụ tài sản của vợ chồng đối với người thứ ba vẫn có hiệu lực sau khi ly hôn, trừ trường hợp vợ chồng và người thứ ba có thỏa thuận khác.

Do đó, nợ chung của vợ, chồng trong thời kỳ hôn nhân thì nếu chưa được Tòa án quyết định hoặc công nhận trong bản án, quyết định đã có hiệu lực pháp luật thì vẫn có hiệu lực dù hai vợ, chồng đã ly hôn. Và chỉ có trường hợp duy nhất, sau khi ly hôn hai vợ chồng không phải trả nợ đó là khi vợ, chồng và người thứ ba (người cho vay) có thỏa thuận khác.",full,ly_hon,Giải quyết nợ chung khi ly hôn,4,,,general,medium,2,203
Hướng dẫn về giải quyết nợ chung khi ly hôn?,"Như phân tích ở trên, có hai hình thức ly hôn là ly hôn đơn phương và ly hôn thuận tình. Do đó, những vấn đề cần giải quyết của hai hình thức này cũng khác nhau. Tuy vậy, nhìn chung, khi các cặp vợ, chồng muốn chấm dứt quan hệ hôn nhân thường cũng muốn giải quyết vấn đề tài sản chung, con chung và một phần không thể thiếu là nợ chung.",summary,ly_hon,Giải quyết nợ chung khi ly hôn,4,,,general,medium,2,74
Giải quyết nợ chung khi ly hôn?,"Như phân tích ở trên, có hai hình thức ly hôn là ly hôn đơn phương và ly hôn thuận tình. Do đó, những vấn đề cần giải quyết của hai hình thức này cũng khác nhau. Tuy vậy, nhìn chung, khi các cặp vợ, chồng muốn chấm dứt quan hệ hôn nhân thường cũng muốn giải quyết vấn đề tài sản chung, con chung và một phần không thể thiếu là nợ chung.

Theo đó, khoản 1 Điều 60 Luật Hôn nhân và Gia đình 2014 quy định:

Quyền, nghĩa vụ tài sản của vợ chồng đối với người thứ ba vẫn có hiệu lực sau khi ly hôn, trừ trường hợp vợ chồng và người thứ ba có thỏa thuận khác.

Do đó, nợ chung của vợ, chồng trong thời kỳ hôn nhân thì nếu chưa được Tòa án quyết định hoặc công nhận trong bản án, quyết định đã có hiệu lực pháp luật thì vẫn có hiệu lực dù hai vợ, chồng đã ly hôn. Và chỉ có trường hợp duy nhất, sau khi ly hôn hai vợ chồng không phải trả nợ đó là khi vợ, chồng và người thứ ba (người cho vay) có thỏa thuận khác.",full,ly_hon,Giải quyết nợ chung khi ly hôn,4,,,general,medium,2,203
Giải quyết nợ chung khi ly hôn?,"Như phân tích ở trên, có hai hình thức ly hôn là ly hôn đơn phương và ly hôn thuận tình. Do đó, những vấn đề cần giải quyết của hai hình thức này cũng khác nhau. Tuy vậy, nhìn chung, khi các cặp vợ, chồng muốn chấm dứt quan hệ hôn nhân thường cũng muốn giải quyết vấn đề tài sản chung, con chung và một phần không thể thiếu là nợ chung.",summary,ly_hon,Giải quyết nợ chung khi ly hôn,4,,,general,medium,2,74
Giải quyết nợ chung khi ly hôn như thế nào?,"Như phân tích ở trên, có hai hình thức ly hôn là ly hôn đơn phương và ly hôn thuận tình. Do đó, những vấn đề cần giải quyết của hai hình thức này cũng khác nhau. Tuy vậy, nhìn chung, khi các cặp vợ, chồng muốn chấm dứt quan hệ hôn nhân thường cũng muốn giải quyết vấn đề tài sản chung, con chung và một phần không thể thiếu là nợ chung.

Theo đó, khoản 1 Điều 60 Luật Hôn nhân và Gia đình 2014 quy định:

Quyền, nghĩa vụ tài sản của vợ chồng đối với người thứ ba vẫn có hiệu lực sau khi ly hôn, trừ trường hợp vợ chồng và người thứ ba có thỏa thuận khác.

Do đó, nợ chung của vợ, chồng trong thời kỳ hôn nhân thì nếu chưa được Tòa án quyết định hoặc công nhận trong bản án, quyết định đã có hiệu lực pháp luật thì vẫn có hiệu lực dù hai vợ, chồng đã ly hôn. Và chỉ có trường hợp duy nhất, sau khi ly hôn hai vợ chồng không phải trả nợ đó là khi vợ, chồng và người thứ ba (người cho vay) có thỏa thuận khác.",full,ly_hon,Giải quyết nợ chung khi ly hôn,4,,,general,medium,2,203
Giải quyết nợ chung khi ly hôn như thế nào?,"Như phân tích ở trên, có hai hình thức ly hôn là ly hôn đơn phương và ly hôn thuận tình. Do đó, những vấn đề cần giải quyết của hai hình thức này cũng khác nhau. Tuy vậy, nhìn chung, khi các cặp vợ, chồng muốn chấm dứt quan hệ hôn nhân thường cũng muốn giải quyết vấn đề tài sản chung, con chung và một phần không thể thiếu là nợ chung.",summary,ly_hon,Giải quyết nợ chung khi ly hôn,4,,,general,medium,2,74
Vấn đề nộp án phí khi ly hôn?,"Theo Nghị quyết 326/2016/NQ-UBTVQH14, mức án phí khi ly hôn cụ thể như sau:

- Án phí cho một vụ việc ly hôn không có tranh chấp về tài sản là 300.000 đồng;

- Đối với những vụ việc có tranh chấp về tài sản thì ngoài mức án phí 300.000 đồng, đương sự còn phải chịu án phí với phần tài sản có tranh chấp, được xác định theo giá trị tài sản tranh chấp.",full,ly_hon,Vấn đề nộp án phí khi ly hôn,5,,,location,easy,2,76
Vấn đề nộp án phí khi ly hôn?,"Theo Nghị quyết 326/2016/NQ-UBTVQH14, mức án phí khi ly hôn cụ thể như sau:

- Án phí cho một vụ việc ly hôn không có tranh chấp về tài sản là 300.000 đồng;

- Đối với những vụ việc có tranh chấp về tài sản thì ngoài mức án phí 300.000 đồng, đương sự còn phải chịu án phí với phần tài sản có tranh chấp, được xác định theo giá trị tài sản tranh chấp.",summary,ly_hon,Vấn đề nộp án phí khi ly hôn,5,,,location,easy,2,76
Cho tôi biết về vấn đề nộp án phí khi ly hôn?,"Theo Nghị quyết 326/2016/NQ-UBTVQH14, mức án phí khi ly hôn cụ thể như sau:

- Án phí cho một vụ việc ly hôn không có tranh chấp về tài sản là 300.000 đồng;

- Đối với những vụ việc có tranh chấp về tài sản thì ngoài mức án phí 300.000 đồng, đương sự còn phải chịu án phí với phần tài sản có tranh chấp, được xác định theo giá trị tài sản tranh chấp.",full,ly_hon,Vấn đề nộp án phí khi ly hôn,5,,,location,easy,2,76
Cho tôi biết về vấn đề nộp án phí khi ly hôn?,"Theo Nghị quyết 326/2016/NQ-UBTVQH14, mức án phí khi ly hôn cụ thể như sau:

- Án phí cho một vụ việc ly hôn không có tranh chấp về tài sản là 300.000 đồng;

- Đối với những vụ việc có tranh chấp về tài sản thì ngoài mức án phí 300.000 đồng, đương sự còn phải chịu án phí với phần tài sản có tranh chấp, được xác định theo giá trị tài sản tranh chấp.",summary,ly_hon,Vấn đề nộp án phí khi ly hôn,5,,,location,easy,2,76
Vấn đề nộp án phí khi ly hôn như thế nào?,"Theo Nghị quyết 326/2016/NQ-UBTVQH14, mức án phí khi ly hôn cụ thể như sau:

- Án phí cho một vụ việc ly hôn không có tranh chấp về tài sản là 300.000 đồng;

- Đối với những vụ việc có tranh chấp về tài sản thì ngoài mức án phí 300.000 đồng, đương sự còn phải chịu án phí với phần tài sản có tranh chấp, được xác định theo giá trị tài sản tranh chấp.",full,ly_hon,Vấn đề nộp án phí khi ly hôn,5,,,location,easy,2,76
Vấn đề nộp án phí khi ly hôn như thế nào?,"Theo Nghị quyết 326/2016/NQ-UBTVQH14, mức án phí khi ly hôn cụ thể như sau:

- Án phí cho một vụ việc ly hôn không có tranh chấp về tài sản là 300.000 đồng;

- Đối với những vụ việc có tranh chấp về tài sản thì ngoài mức án phí 300.000 đồng, đương sự còn phải chịu án phí với phần tài sản có tranh chấp, được xác định theo giá trị tài sản tranh chấp.",summary,ly_hon,Vấn đề nộp án phí khi ly hôn,5,,,location,easy,2,76
Hướng dẫn chi tiết về hướng dẫn chi tiết thủ tục ly hôn?,"Hướng dẫn chi tiết thủ tục ly hôn bao gồm:

1. Ai có quyền yêu cầu ly hôn?: Theo quy định của Luật Hôn nhân và Gia đình, ly hôn là việc chấm dứt quan hệ vợ chồng theo bản án, quyết định có hiệu lực pháp luật của Tòa án.

2. Điều kiện để được yêu cầu ly hôn: Hiện nay, có hai hình thức ly hôn là ly hôn thuận tình và một bên gửi yêu cầu đơn phương ly hôn. Do đó, với mỗi loại hình thì sẽ yêu cầu điều kiện khác nhau.

3. Chuẩn bị các loại giấy tờ gì để ly hôn?: Về cơ bản thì các loại giấy tờ dùng trong trường hợp đơn phương ly hôn hoặc thuận tình ly hôn đều giống nhau.

4. Nộp đơn ly hôn ở đâu?: Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm.

5. Mua đơn ly hôn ở đâu?: Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP.

6. Ly hôn nhanh nhất là bao lâu?: Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn.

7. Quy trình ly hôn: - Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện).",overview,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,,,general,medium,3,310
